movie,sentence,score
닥터 스트레인지: 대혼돈의 멀티버스,영상 퀄리티도 좋고 재미있었다,10
야차,간만 재밋게 봤던 영화  1점테러는 ㅎ  좋던데  눈물포인트도 빼고 담백하니,10
닥터 스트레인지: 대혼돈의 멀티버스,다 좋고 재밌었지만 일루미나티 분량이 너무짧았던거같음,10
쥬라기 월드,이런류의 영화들은 시작할때부터 여자와 애새끼들부터 죽고 시작하면 편안함. 그렇지 않으면 발암 100%임. 여주 완전 무개념임. 폴른 킹덤 먼저 보고 이거 보는건데 여주 캐릭터가 진짜 발암 장난아니고 애새끼들도 진짜 짜증나서 보기 힘듬. 정말 애새끼들도 멸종 되면 좋을것 같은 영화임.,1
나를 차버린 스파이,거의 5번째? 봤다 ㅋㅋ 밀라쿠니스 얼굴 넘 매력적이고 친구도 웃기고 매력적ㅋㅋㅋ코믹이지만 액션이 많아서 지루하지않아서 좋다,10
닥터 스트레인지: 대혼돈의 멀티버스,완다를 보고갔으면 더 재밌었겠다거의 컨저링인줄ㅋㅋㅋ 12세 공포영화다닥터스트레인지 시체 살아날때 기겁 으역시 상상을 뛰어넘는 마블닥스 1 봐야겠다,8
닥터 스트레인지: 대혼돈의 멀티버스,향후 마블의 방향성은 맘에 들지 않지만 유일하게 남을 닥터스트레인지는 욕하지 못하겠네요. 샘레이미 감독은 이번 영화로 참신함이 뭔지 보여준듯 합니다. 굿굿. 천진반 삼눈이 빼고 굿굿.,9
닥터 스트레인지: 대혼돈의 멀티버스,샘레이미가 만드니 이렇게 달라지네. 수많은 마블 영화중 몇안되는 수작,9
만춘,오즈의 영화에서 자주 만날 수 있는 류 치슈와 하라 세츠코의 애틋한 부녀 연기가 마음 깊이 남는다.,7
우연과 상상,우연과 상상의 앙상블,10
배드 가이즈,재미있음 시간보내기용,9
닥터 스트레인지: 대혼돈의 멀티버스,기대를 저버리지 않았음!,10
배니싱: 미제사건,이게 영화냐? 전대미문의 살인사건이 아니라 전대미문의 영화다 별 1점도 아깝네,1
어느날,솔직히 저는 별로였어요... 제가 왠만하면 로맨스는 다 좋아하는데.. 이건 눈물샘을 자극하는게 억지고..개인차이긴 하지만 일단 저는 별로입니다. 타이타닉 10번 봐도 이것보단 좋겠넹. 그래도 아주 노잼은 아니니깐 보실 분들은 보셔요~,8
증인,훈훈한 영화네요 재미있게 잘봤습니다,9
투 마더스,남자들은 대체 뭐가 문젤까? 혼자 좋아하고 노를 노로 받아들이질 못하고 지랑 안 사귀면 레즈의심ㅋㅋㅋ 네말대로 two beautiful women이니까 대머리인 너랑 안사귀고 영하고 잘생긴 애들이랑 노는거임 집까지 찾아와 제3자앞에서 고백하고 열내는거 극혐ㅋ,8
닥터 스트레인지: 대혼돈의 멀티버스,일반인은 봐도 무슨말인지 모를 듯. 닥터스트레인지 1이나 베놈1은 걍 일반인이 봐도 재밌었는데 이거는 거의 내용 절반은 못 알아 듣겠고 그래서 주인공들의 감정선을 못 따라가겠음. 마블시리즈 덕후 아니라 일반인이면 비추..,2
니 부모 얼굴이 보고 싶다,기대안하고 봤는데 너무재밌어요 또보러가야겠네,10
사생결단,이 영화는 2000년대 영화 감성으로 봐야지 지금처럼 수준이 올라간 감성으로 보면 안된다,10
닥터 스트레인지: 대혼돈의 멀티버스,극장가를 뒤흔들만큼 대혼돈의 재미,10
니 부모 얼굴이 보고 싶다,너무 화나긴한데 그만큼 배우들의 연기가 좋았다,10
쿠폰의 여왕,어설픈것같지만 알찼던 영화,10
배드 가이즈,너무재밌어요 다음시리즈도 나올까 궁금해요,10
로스트 시티,살짝 지루했어도 볼만한 재미를 안겨주었습니다,10
앵커,천우희 배우님의 명연기가 아주 돋보였습니다,10
공기살인,살인이라는 표현이 진짜 찰떡같았네요,10
극장판 주술회전 0,너무 재밌었네요 강추네요 강추,10
신비한 동물들과 덤블도어의 비밀,동물들을 더 다양하게 보여줘야 더재밌음,10
연애 빠진 로맨스,넘 재밌어요 ㅎㅎㅎ주인공들이 진짜 매력있음,10
수퍼 소닉2,너무꿀잼 완전재밌어요~~!!ㅋㅋ,10
배니싱: 미제사건,연출이 나름 신선하고 좋았다,10
루이스 웨인: 사랑을 그린 고양이 화가,배네딕트 컴버배치 연기 정말 잘한다,10
뜨거운 피,액션과 연기는 진짜 좋았다!,10
인질,예상은 했지만 한국 영화 답지 않았다,10
앰뷸런스,정신없었지만 또 좋았다!!ㅋ,10
모비우스,생각보다 아쉬웠지만 그래도 계속나오라고 응원,10
이상한 나라의 수학자,보고나와서 기분이 정말 좋았던 영화,10
더 배트맨,새로운 히어로물 느낌이라서 연출과 전개가 마음에 들었다,10
문폴,눈요기는 아주아주 좋았다,10
안테벨룸,결말을 위한 영화였다...,10
극장판 금빛 모자이크: 땡큐!!,해피해피한 행복에너지를 안겨주었어요,10
닥터 스트레인지: 대혼돈의 멀티버스,공포영화처럼 만들어서 으스스하고 기분나빴음.마블영화보면서 이러기는 처음이네.아이들이 좀 무서워함.,2
아이 씨 유,  반전에 반전 미친 ㅋㅋ 난 보는가 추천,8
지독한 사랑,"수많은 작품을 남긴 여배우 강수연하면 씨받이,아제아제바라아제 등 많은 작품이 기억나지만 이 작품이 가장 먼저 생각납니다 치고 박고 싸우다 사랑하고...",10
태극기 휘날리며,걍 린데코리아 강민구가 추천함 게임끝ㅅㄱㅋ,10
닥터 스트레인지: 대혼돈의 멀티버스,2~3번 봐야할것 같지만 재밌었다!!ㅎㅎ,10
배드 가이즈,많이 웃게하고 귀여웠어요 ㅎㅎ,10
로스트 시티,유쾌한 유머와 모험이 좋았다!,10
공기살인,보면서 많이 화가나고 안타까웠네요,10
모비우스,베놈 재밌어서 이것도 재밌었어요..,10
극장판 주술회전 0,첨봤는데 재밌어서 정주행할거에요~,10
앵커,기대이상으로 쫄깃하고 무서웠어요 ㅠㅠ,10
신비한 동물들과 덤블도어의 비밀,해리포터 시리즈라는것 자체로 너무나도 좋았다 ㅠㅠ,10
배니싱: 미제사건,연출과 연기가 좋았던 영화입니다,10
루이스 웨인: 사랑을 그린 고양이 화가,기대와는 다르게 귀엽기보다는 어두워서 충격으로 다가왔다,10
수퍼 소닉2,완전 존잼이고 소닉3총사와 배우들케미 완전좋아요,10
뜨거운 피,레전드 머스트 다이~~코코코,1
앰뷸런스,보는내내 긴박하고  스릴넘쳤어요 꿀잼,10
닥터 스트레인지: 대혼돈의 멀티버스,오이형도 완다짱도 모두 행복하길,10
그린 북,It was touching,10
닥터 스트레인지: 대혼돈의 멀티버스,"내가 원한것: 다크홀드때매 더욱 강력해진 완다의 흑마법과 닥터의 개간지 마법 배틀내가 본것: 완다: 히히 매직미사일, 닥터: 히히 음표발사한줄평: 이래도 디즈니플러스 구독안해? 독하다 독해 ",4
수퍼 소닉2,초등학생 영화니그 이상은 보지마세요.,4
블랙의 50가지 그림자,더럽게 재미없다 90분이라는 러닝타임이 아까웠던 영화,2
365일: 오늘, 마성의 여자 라우라ㅋㅋㅋ스토리 따위는 개나 줘버렸지만 남주의 얼굴이 개연성이다. 연기는 좀 웃김,10
닥터 스트레인지: 대혼돈의 멀티버스,"단순히 멋있는 히어로 영화가 좋았던 잼민이들이 성인이 돼가면서 더 마블에게 진심이 되고 특히 어벤져스 이후로 그 평가기준점이 조금 높아진 느낌이 드는 평점이다, 물론 완벽하진 않았음 연출이나 스토리 개연성이 별로긴 했지만 다른건 모르겠고 여태 멀티버스 밑밥깔던게 이렇게 시각적으로 보여지는게 좋았음 + 완다,, 앞으로의 마블영화랑 닥터3을 위해선 거쳐가야할것같은 영화, 마블 팬 아니라면 볼 필요 없는 영화같고 마블 팬이라면 여러번 볼 필요도 없고 딱 한 번만 봐도 만족스러운 영화일듯 ",10
한 솔로: 스타워즈 스토리,솔로들을 위한 영화~~~한솔로,8
업,인생은 모험처럼!,10
스파이더맨 3,빌런이 늘어날수록 이야기는 갈팡질팡,6
닥터 스트레인지: 대혼돈의 멀티버스,몰입감 높고 재미있음.,10
스파이더맨 2,더욱 입체적이 된 히어로 서사와 더욱 넙다대해진 여주 얼굴,8
스파이더맨,지금 와서 다시 보면야 &amp;#39;옛날 영화&amp;#39;지만 당시엔 히어로물의 새로운 경지를 열었던 작품. 마천루 사이를 튀어댕기는 모습만으로도 눈이 얼얼했었다.,8
파일럿: 배틀 포 서바이벌,잘만든 영화는 국적이 없다..,8
브레이브하트,"&amp;lt;스파타커스&amp;gt; 천 년 후, 또 다른 곳에서 외치는 자유",8
사이비,저는 유신론자지만 대다수 교회는 안좋아해서ㅋ 정말 몰입감있게 봤네요,9
닥터 스트레인지: 대혼돈의 멀티버스,"최악… 스토리 액션 사운드 연출 전부다 쓰레기같아요스토리 완다비전2라고 제목 바꾸는게 어떨런지?액션 진짜 허접한 와이어액션 둥둥 떠다니는게 와… 이게 요즘 영화인가 싶고 마법이라고 닥스는 톱날 말고는 기억도 안남 다른 마법사들은 화살,대포쓰고 완다는 어벤져스2 보다 마법수준이 떨어짐 타노스랑 1:1할 때 반만 해줘도 괜찮았을듯 맨날 매직미사일만… 에휴 사운드는 과하게 많이 깔아서 상황에 어울리지도 않고 집중안됨… 영화 분위기랑 어울리지 않는 공포연출 심지어 재대로 공포를 하던가 애매하게 공포를 넣으니 보기 민망한수준 그나마 완다라는 케릭터는 잘 표현한듯 성격같은 면에서 ",1
니 부모 얼굴이 보고 싶다,끝까지 이기적인 모습이 인상적이었습니다. ,10
말임씨를 부탁해,정말 현실적이고 감동적임 많은것을 생각하게 해주는 영화. 유머속에 눈물이 있음. 연기들도 너무나 잘함 ,10
야차,네이버 평점이 하도 개차반이라 기대 전혀 안하고 봤는데 나름 괜찮았습니다. 기대없이 보면 재밌습니다. 사냥의시간처럼 캐비어로 알탕 끓인급은 아닌것 같습니다. 절대 기대없이 보시면 재밌습니다.,7
뜨거운 피, 배우들의 연기가 좋아서 그것 하나만으로도 볼 가치는  충분함  특히 빡빡이 단점은 경상도 사람인데도 대사가 잘 안들림 ,10
부기나이트,"기대안하고 보면 볼만함,,",6
헬프,갓명작. 꼭보세요. 정말 감동적이고 재밌어요,10
극장판 귀멸의 칼날: 무한열차편,렌고쿠 쿄쥬로에게 제대로 치여버렸다..그치만 더빙은 별로ㅜㅜ,10
극장판 주술회전 0,나나미 흑섬 보려고 계속 봤다,10
쥬라기 월드: 폴른 킹덤,애새끼부터 공룡 먹이로 던져줬어야 했다.이런 종류의 영화에서는 애새끼들부터 멸종시키는게 남아있는 사람들에게 도움이 된다.,1
함정,산골 구경 재미있고 마동석 끝내준다.,8
닥터 스트레인지: 대혼돈의 멀티버스,액션도 좋고 스토리도 재미있었어요 보는것 추천합니다 닥터스트레인지 짱!,10
닥터 스트레인지: 대혼돈의 멀티버스,완다의 연기력이 너무 좋네요ㅎㅎ,10
돈 룩 업,We are all gonna die!!! What are we worrying and fighting for?,10
레릭,영화의 수준 자체가 너무 낮음,1
닥터 스트레인지: 대혼돈의 멀티버스,CG를 갈아넣어서 만들었다 싶을 정도로 영상미가 화려했고 음악도 무척 좋았음. 처음에 몰입하기 힘들었지만 점점 캐릭터에 몰입하게 되고 재미를 느낌.하지만 마블 영화치고 굳이 왜 이장면에 호러를 넣었을까 싶은 장면들이 있고 스토리에 개연성이 좀 부족한 부분이 있는 것 같다.. 닥스1이 스토리 측면에서 더 쫀쫀했다고 생각될 정도로. ,7
오피스,그큰회사에 씨씨티기가하나없고경찰은 혈흔 DNA도 추적안하는 현대시대영화.각본이 왜그랬나 싶을정도로 허술하다.,2
본 레거시,배에 복근 없는 특수 요원.,8
닥터 스트레인지: 대혼돈의 멀티버스,아 영화 보면서 더넌 볼때도 소리 안질렀는데 이영화 보면서 몇번이나 놀라서 소리를 질렀는지 ㅠㅠ 스릴러 영화 맞아요 쿠키2개 꼭 다 보세요 ㅋㅋㅋ,10
배드 가이즈,너무 재밌게 봤어요. 최근 마블꺼보다 이게 더 재미졌어요,10
뜨거운 피,영화 자체는 볼만한데 중간중간 못 알아 먹는 대사들이 있네 자막이라도 달아야 하냐 대사 처리 좀 잘 좀 하지,5
이터널스,"다 좋아요.. 한국인으로서 불편한게 BTS는 끌어다 쓰면서 원폭피해에 운운할게 아니라 전쟁으로인한 민간인 피해로 봤으면...  서양인 시각으로 전쟁을 일으킨 아시아의 국가 중 하나로만 보고 PC중 그냥 아시아중 대표적인 아시아의 일본으로만 보는 시각이.편협합니다. 이럴꺼면 어설픈 PC의 입장이 아니라, 선택적 PC의 입장으로만 보이고. 선택적 PC가 되는 순간 PC가 아니게 됩니다. 그 선택이라는게 현재 국가의 영향력이 강한쪽의 시선으로 보는게 과연 PC적 일까? 의문이 드는점 입니다. 끊임 없이 사랑과 인류애에 대해 질문을 던지지만, 설명하는 과정에 대해 원폭장면은 빼야하는 장면, 아니면 전쟁후 폐허가 된 곳에서의 후회장면 이였으면 나을뻔 했던 영화입니다. 적어도 저에게는. 괜찮은 영화지만 어설픈 PC적 관점이 저에겐 아쉬웠네요",8
콜 미 바이 유어 네임,나 아직도 찬란했던 그들의 여름 속에 살아,10
신비한 동물들과 덤블도어의 비밀,재밌었음 매즈 교체는 신의한수,10
장고:분노의 추적자,시원하다. 긴 러닝타임에도 지루하지않았다. 신박하다,10
아메리칸 뷰티,좋은배우가 많은 시절이였지 지금은 망신살이뻣쳤지만 케빈스페이시는 내게 최고의 배우 중 한명이였다,9
양들의 침묵,"90년대를 돌이켜보면 모든정점이 불꽃튀던 최고의시절이였다 이런배우와 감독, 그리고 한없이 순진한관객들의 돌아갈수없는 시절",10
천장지구,가공되지 않는 날것의 사랑.   ,9
야차,훠훠훠  아주  잼있게  보았어요   평점  0.5,1
"나니아 연대기 - 사자, 마녀 그리고 옷장",판타지 좋아하는데 유치해서 너무 보기 힘들다... 형제애 감성팔이가 너무 심함,1
파더 앤 도터,아빠의 사랑에 대한 기억을 찾아가는 이야기…아빠에 대해 다시 생각해 볼 수 있어서 좋았다,10
굿바이 레닌,독일현대역사 이해하는데 약간 도움은 되나 크게 재밌거나 감동적인 부분은 없었다. 평점이 너무 과해서 1점,1
닥터 스트레인지: 대혼돈의 멀티버스,평점이 높아서 1점 준다. 기대 전혀 안하고 보면 볼만할듯,1
롤러코스터,웃겨요 엄청 추천추천추천추천,10
닥터 스트레인지: 대혼돈의 멀티버스,이제부터 촌스럽다 반대말은 샘레이미스럽다로 바꾸는 걸로 하자 ,9
앰뷸런스,역시 베이형ㅇ은 빵빵 터트려야지,8
위대한 소원,재미있음 ㅋㅋ 잘만들었슴돠,10
자전거 도둑,생의 일 부분이지만  인생 전부의 말해 주는 영화. 흑백 영화지만 지루함을 전혀  느끼지  못 할 정도로 지금 봐도 명화. ,10
닥터 스트레인지: 대혼돈의 멀티버스,멋진대사가 있었고 메세지가 있어요~그래서 좋았습니다^^ ,10
캐빈 인 더 우즈, 가볍게 보기 좋음. 마약쟁이가 제일 정상적임ㅋㅋㅋ 마티 너무 좋아. 호러지만 개그 요소도 있는 신선한 영화.,8
니 부모 얼굴이 보고 싶다,재밌게 봤습니다 ,9
레디 플레이어 원,"스티븐 스필버그도 이젠 과거의 영광에 머무를 시간이 된 것인가? 영화 `프리 가이&amp;#39;를 먼저 봐서 그렇게 느껴지는 걸지도 모르겠지만, 이 영화는 초반 액션 신을 제외하면 연출이나 스토리나 그저 평범하거나 약간은 유치하게도, 지루하게도 느껴지는 부분도 있었다. 그리고 노장인 스티븐 스필버그가 요즘 유행하는 게임에 대한 이해도가 깊지 않아서 긴 러닝타임을 게임만으로 메꾸기 어려웠는지 몰라도, 샤이닝을 패러디한 부분은 게임 속의 장면들을 게임이라기보다  영화처럼 표현했는데, 그것이 그저 노장 영화인으로서 영화에 대한 개인적인 애착을 녹여내거나, 본인과 같은 유대인 감독인 스티븐 호킹에 대한 경애감을 표현하는 것으로만 느껴졌을 뿐, 오히려 영화와의 연관성을 떨어뜨리게 해서 약간 생뚱맞게 느껴지기도 했다. 이스터에그를 찾는 게 주된 내용인 것처럼, 영화 내에서도 다른 영화나 게임을 패러디 하거나 그대로 갖다 쓴 것은 향수를 일으킬만한 소소한 재미.",7
닥터 스트레인지: 대혼돈의 멀티버스,대혼동 이 왔던 닥터21보다 세련미가 덜한느낌이였어요,8
닥터 스트레인지: 대혼돈의 멀티버스,화려하고 다양한볼거리와 사운드...후반부에약간지루한감이있지만 블록버스터의진수를보여준영화...평점은8.0점주고싶다,8
닥터 스트레인지: 대혼돈의 멀티버스,이정도면 그냥저냥 괜찮았다,8
닥터 스트레인지: 대혼돈의 멀티버스,이젠 자기가 내용이해 안된다고 무작정 까는사람들 많네ㅋㅋㅋ,10
닥터 스트레인지: 대혼돈의 멀티버스,마블 역사상 가장 위대한 영화. ,10
강철비2: 정상회담,그냥 북한이라는 나라가 너무 좋고 북한은 6.25를 남침하지않았다라고 영화하나 더 만들지 그러냐?배우는 정우성으로 내세우고 ,1
신의 한 수: 귀수편,꿀잼인데   망한이유가 무얼까?정우성 권상우 때문에 영화 안보신분들꼭보샘 개인적으로 타짜보다 재미있게봤습니다.그리고 무당아저씨 연기잘하네요 ㅋㅋ ,10
닥터 스트레인지: 대혼돈의 멀티버스,전 감독이 떠날 만 했을 연출과 스토리 진행.,2
닥터 스트레인지: 대혼돈의 멀티버스,엔드게임때보다 약해진줄 알았음 너무 싸움이 루즈하다해야하나.. 예산이 부족한느낌 그리고천진반 너무하다..ㅠ,8
닥터 스트레인지: 대혼돈의 멀티버스,연기 진짜 잘하고 존잼이었음,10
닥터 스트레인지: 대혼돈의 멀티버스,닥스2 라기보단 &amp;#39;차베즈와 완다&amp;#39; 라고하는게 맞는듯 닥스 퍼포먼스보다 차베즈와 완다가 훨 큼,1
녹색 광선,나 델핀이야,9
닥터 스트레인지: 대혼돈의 멀티버스,완다 덕분에 공포 히어로 영화 느낌나서 더 좋았어요 그 슈퍼맨  아기가 나쁘게 크는 영화 보다 연출이 더 호러스러웠음,10
닥터 스트레인지: 대혼돈의 멀티버스,난 너무너무 재미있던데제2의 마블이 열린느낌,10
데스위시 더 게임,브루스 윌리스의 역대급 작품!!! ,10
신비한 동물들과 덤블도어의 비밀,평점보고 예상한 것보다 훨씬 나은데? 전작 보다도 훨씬 재밌고. ,9
엑시트,울다..웃다....마음졸였다....이런 영화가 도대체 얼마만인지...ㅠㅠㅠ,10
닥터 스트레인지: 대혼돈의 멀티버스,하아..베네딕트 컴버배치를 가지고..하아..말 그대로 대혼돈..,6
닥터 스트레인지: 대혼돈의 멀티버스,공포장르가 섞여서 공포영화 팬으로서 좋았다.,9
닥터 스트레인지: 대혼돈의 멀티버스,유치한 스토리 뻔한 결말.. 연출력도 실망,1
닥터 스트레인지: 대혼돈의 멀티버스,개노잼 아오 절대 개노잼,2
닥터 스트레인지: 대혼돈의 멀티버스,그냥그런영화..ㅋㅋ,7
청춘적니,Love Will Tear Us Apart,6
닥터 스트레인지: 대혼돈의 멀티버스,1010101010,10
이터널스,으악 존시나야 설마?ㅋㅋ 마지막 ㅜ헤리스타일스는 왠말이고,10
핑크 클라우드,THE PINK CLOUD,6
닥터 스트레인지: 대혼돈의 멀티버스,"와 샘레이미의 저 정서를 보라!!! 초반에 졸라 촌스러운 상업영화 클리셰로 비급 냄새 풀풀 풍자하더니, 뒤로 갈수록 감독의 개성은 물론 로우샷의 스타일과 장르적인 향수들로 가득한 씬들. 오랜 영화의 팬들은 그걸 눈치챌것이다!! 그리고 나는 드림워킹이랑 다크홀드 다룰때 왜 중화권의 강시영화에서 느꼈던 그 정말 요상한 미장센에 완전 기절하는줄 알았다!! 와 정말 최고다!!최고!! 마블유니버스 모든 영화 통틀어. 이렇게 자유로우면서 선을 지키고 그안에서 상업영화의 미덕을 챙기면서 동시에 자신만의 독특한 세계를 표현하며 지난 영화역사들에 대한 존경과 미래가 동시에 느껴지는 와 정말 급이 다른 영화였다!!! 최고다!!최고!!",10
닥터 스트레인지: 대혼돈의 멀티버스,대혼돈이다 진짜...,2
괴물들,진짜 족같은영화 ㅋㅋ사이다없어요복수없어요당하다 끝나요감독이 변태인듯여주 성폭행 칭찬합니까 ㅎㅎ,1
특송,평점이 다소 높네요. 뻔한 스토리. 카체이싱 연출만으로 6점 정도면 적당할 듯 싶네요.,6
닥터 스트레인지: 대혼돈의 멀티버스,와진짜 이걸왜 완다비전 안보고본거지 여러분 무조건 완다비전이라도 보고보세요 진짜 차원이 달라져요,10
니 부모 얼굴이 보고 싶다,참 씁쓸한영화다 과연 나라도 저러지않았을까 싶다 그래서 더욱더 씁쓸하다다시한번 나자신을 반성하게된다,6
초속5센티미터,흠 잡을 데가 없는 영화.,10
닥터 스트레인지: 대혼돈의 멀티버스,음악으로 싸울때 좀 킹받았어요ㅋㅋㅋㅠ진짜 대혼돈 그자체..내  닥터스트레인지 돌려줘ㅠ,6
닥터 스트레인지: 대혼돈의 멀티버스,샘레이미 너 이세퀴...니영화 하고 싶으면 이블데드나 더 찍지.. ,6
리멤버 타이탄,그냥 말이 필요없는 레전드 스포츠 영화. 이 영화를 왜 이제서야 보게되었을까.. 지난날의 나를 돌아보게될 정도입니다.리멤버 타이탄. 영화를 본 당신은 이제 이 단어 하나로 가슴이 웅장해질것입니다.,10
야차,우와 개노잼이다. 진짜 최악이다. 혐일 정치색 빼고 그냥 쉽게 말해서 90년대 홍콩느와르를 22년에 재탕하는 느낌. 오글거리고 개연성 늘어지고 신파극에 여튼 최악,1
닥터 스트레인지: 대혼돈의 멀티버스,완다비젼  꼭 보셔야 재미있어요,10
닥터 스트레인지: 대혼돈의 멀티버스,스토리는 모르겠고 연출 진짜 멋있어서 재밌게 봤습니다,9
니 부모 얼굴이 보고 싶다,여친이랑 봤는데 기대 1도 안하고 여친이 보재서 봤는데 재밌게봄 ,10
더 컨트랙터,그래도 나름 집중하면서 봤음..,8
닥터 스트레인지: 대혼돈의 멀티버스,그래도 이러나 저러나 마블은 마블,10
닥터 스트레인지: 대혼돈의 멀티버스,내 취향 개잼존잼핵잼 깜짝깜짝 놀람,10
닥터 스트레인지: 대혼돈의 멀티버스,점점 예습이 많이 필요한 마블 유니버스 어디까지 가려나,6
닥터 스트레인지: 대혼돈의 멀티버스,"그나마 배우 연기로 4점. 스토리가 좋은편도 아닌데 구리고 올드한 연출에 뭍혀버렸다. 3편이 언제 나올지는 모르겠지만, 감독은 무조건 바꾸길 바란다",4
닥터 스트레인지: 대혼돈의 멀티버스,"마블시리즈는 언제 봐도 재미있어요. 제가 놓친 시리즈가 있어서 그런가 완다의 스토리는 이해가 안 됐지만, 영화를 보는 데는 무리가 없었습니다. 재미있게 잘 봤어요.",10
야차,언제적 혐일인지.. 제발 시대에 맞게 삽시다 언제까지 혐오만 해댈거예요ㅋㅋㅋ,1
닥터 스트레인지: 대혼돈의 멀티버스,보지 마세요 보지 마세요 보지 마세요,1
닥터 스트레인지: 대혼돈의 멀티버스,아아아 역시 마블은 실망시키지 않는다너무나 재밋었습니다,10
어쌔신 크리드,영상미죽이네 ㅋ   높은데올라가서있는거소름 왜케멋잇냐,8
닥터 스트레인지: 대혼돈의 멀티버스,평이 안좋아서 걱정했는데 남편이랑 너무 재미있게 보고 나왔네요! 다시 또 보고 싶어요!!!너무 흥미진진했어여!!!,10
닥터 스트레인지: 대혼돈의 멀티버스,마블영화중에 이렇게 보고 실망한 영화는 처음.. 뒤로 갈수록 유치함..,6
닥터 스트레인지: 대혼돈의 멀티버스,마블 영화 꼬박 꼬박 챙겨보면 재미 없을 수가 없는데 평점 신기함 진짜 개재밌음 쿠키 기다리는 시간에 영화 재밌다고 난리치느라 핸드폰 타임도 안 가짐 ,10
닥터 스트레인지: 대혼돈의 멀티버스,"모든 장르를 다 갖춘 영화ㅋㅋㅋ개인적으로 마블 영화 중 인피니티워 , 엔드게임을 이은 세번째로 재밌게 본 영화",10
닥터 스트레인지: 대혼돈의 멀티버스,눈물은 하나도 안나고 공포영화인줄알았음. 초반은 지루한테 갈수록 연출이 살렸다고 봄. 배우들 연기도 뒤로 갈수록 좋아지는 것 같고. 엔딩 못살리는 영화 많은데 이건 뒤로갈수록 내용이 좋음. 한마디로 앞부분은 지루하고 기억도 안남,9
나의 붉은 고래,중국 만도 못한 애니를 그리는 국가가 대한민국이다...,7
닥터 스트레인지: 대혼돈의 멀티버스,너무 재밌어요!!! 역시 닥터 스트레인지는 멋짐,10
닥터 스트레인지: 대혼돈의 멀티버스,저 진짜 기대 많이 했는데 실망이네요. 그냥 지금까지 봐왔던 마블영화가 아닌 샘레이미 감독영화…. 그리고 완다의 일루미나티 학살장면은 멀티버스라는 설정으로 인해 캐릭터가 가벼워지는 느낌이 들었습니다. 닥스 둘이서 음표 날리고 공격할때마자 악기소리나는거 진짜 당황스럽더라구요. 무슨 무협에 음파공 고수들 가야금 같은 현악기 무술대결하는줄그냥 괜찮았던거는드림워킹하다가 중간에 끊어져서. 완다와 다른세계완다가 겹치는 장면완다가 아들들에게 무서운 괴물 취급에 마상당하다고 체념하는 장면차베즈랑 닥스랑 차원이동하는 장면자비에교수와 판타스틱4 리처드 캡틴 카터 등장이정도?이거 외에는 진짜..왠만한 마블빠 아닌이상쉴드못쳐줍니다…무슨 공포영화도 아니고 마블영화 특유의 유머도 아닌 유머코드도 별로.. 디씨 영화 유머느낌.. 닥스 눈 cg도 허접함..저 진짜 솔직히 기대엄청 했는데 진짜 실망 ㅠㅠ ,10
닥터 스트레인지: 대혼돈의 멀티버스,마블은 항상 두근두근  기대를 저버리지 않았어요 다음편이 기다려집니다,10
닥터 스트레인지: 대혼돈의 멀티버스,다 좋은데....딱히 떠오르는 전투씬이 없음...완다 닥스로 마법대전 기대했는데이렇게 전투씬 흐지부지하게 만들줄은...,8
닥터 스트레인지: 대혼돈의 멀티버스,개노잼 1시간 잠만 자다가 나옴 ,1
나의 그리스식 웨딩 2,난 이런게 좋더라구,8
연애 빠진 로맨스,둘 다 연기 장난 아님 손석구 매력은 대체 어디까지죠,9
닥터 스트레인지: 대혼돈의 멀티버스,미성년자들 따로 상영관 만들어야 될듯 영화보면서 이렇게 시끄러운거 처음임...공공장소 에티켓을 모르나 영화에 집중을 못하겠네,1
더 서클,톰 행크스와 엠마 왓슨이라니...참신한 조합이지만...,4
바보야,보는내내울었습니다 감사합니다 사랑합니다,10
닥터 스트레인지: 대혼돈의 멀티버스,최고다 마블.. 너무 똥만 개봉했어,10
닥터 스트레인지: 대혼돈의 멀티버스,진짜 오랜만에 영화관나들이라 좋았지 영화는참....왠만한마블영화보고 재미없다느낀건처음 음표날릴땐....진짜 이건아니다 생각함 ㅠㅠ,4
앰뷸런스,대니는 계획이 있었다 미친 흑인놈이 망치기 전까지는 불쌍한 대니,9
중경삼림,보는 내내 눈이 즐겁다 홍콩에 와있는듯한 기분 ,10
닥터 스트레인지: 대혼돈의 멀티버스,역시 마블 + 샘 레이미의 미친 조합!한번도 겪어보지 못했던 마블의 새로운 타입의 영화시간 가는지 모르고 봤음.,9
연애 빠진 로맨스,감정적으로 공감되고 재밌게 봄!,10
닥터 스트레인지: 대혼돈의 멀티버스,나는 너무 재밌게봤다 ! 내가 좋아하는 배우들이고 특히 레이첼맥아담스 도 나와서 더더 좋았다!!!다음편도 기대됩니다 ㅜㅜ최고,10
닥터 스트레인지: 대혼돈의 멀티버스,기대를 많이 했는데 좀 아쉽다ㅜㅜ,5
헤드윅,"인생 영화, 인생 뮤지컬",10
유체이탈자,짜임새가 부족하고 흐름자체도 깔끔하지 않은 느낌이다.,5
타오르는 여인의 초상,보는 중간중간 숨을 참게 된다. 둘의 사랑이 얕게 차오른 연못에 떨어지는 눈물이 아리다.,10
닥터 스트레인지: 대혼돈의 멀티버스,꼬맹이들 연기 너무 오글거림 ..,4
닥터 스트레인지: 대혼돈의 멀티버스,난 졸라 재미있었음ㅋㅋ,10
